	Nucleoplasm	N. membrane	Nucleoli	N. fibrillar c.	N. speckles	N. bodies	ER	Golgi app.	Peroxisomes	Endosomes	Lysosomes	Int. fil.	Actin fil.	F. a. sites	Microtubules	M. ends	Cyt. bridge	Mitotic spindle	MTOC	Centrosome	Lipid droplets	PM	C. Junctions	Mitochondria	Aggresome	Cytosol	C. bodies	Rods & Rings
KDM6B	0.30774986743927	0.038784049451351166	0.20515048503875732	0.0772036537528038	0.6757519841194153	0.2733584940433502	0.02079099789261818	0.16814781725406647	9.959070303011686e-05	0.0002482161216903478	0.00032225027098320425	0.06016147509217262	0.018694302067160606	0.012704961001873016	0.018879028037190437	0.0012649917043745518	0.07737311720848083	0.030904825776815414	0.10020153224468231	0.15442322194576263	0.0014173667877912521	0.1406254768371582	0.03083539940416813	0.032369907945394516	0.006999677512794733	0.38769328594207764	0.144097238779068	0.009166032075881958
HASPIN	0.4830152094364166	0.12364073097705841	0.2370782494544983	0.22434958815574646	0.16976439952850342	0.23789215087890625	0.14150099456310272	0.2310466319322586	0.009781889617443085	0.005658620037138462	0.004609907045960426	0.17859993875026703	0.14591355621814728	0.11809200793504715	0.049862030893564224	0.009292674250900745	0.14989079535007477	0.062323443591594696	0.11707759648561478	0.2300487756729126	0.07028750330209732	0.2670367956161499	0.13005457818508148	0.15247435867786407	0.05080587789416313	0.4129084348678589	0.2800131142139435	0.014170701615512371
PRKAA1	0.21826328337192535	0.04475591331720352	0.08340945094823837	0.020345084369182587	0.48391976952552795	0.10221860557794571	0.18707631528377533	0.16009916365146637	0.0018347339937463403	0.001977951033040881	0.0020698346197605133	0.23608194291591644	0.1329587697982788	0.23429341614246368	0.040687330067157745	0.0025000800378620625	0.06082945689558983	0.04508147016167641	0.1011972650885582	0.0875687524676323	0.11112945526838303	0.4131639897823334	0.1457376480102539	0.061418257653713226	0.005476468708366156	0.4961245059967041	0.13860435783863068	0.03695283085107803
DNMT3A	0.5606700778007507	0.025411419570446014	0.09904313087463379	0.024952849373221397	0.08913830667734146	0.181623175740242	0.10176420211791992	0.2177291065454483	0.0014448753790929914	0.0005378394853323698	0.0010371903190389276	0.24264027178287506	0.024342304095625877	0.030603041872382164	0.02148367278277874	0.0033117064740508795	0.13549813628196716	0.08505287021398544	0.07550543546676636	0.10212624073028564	0.0410127229988575	0.10995282232761383	0.04367884621024132	0.28017184138298035	0.013297421857714653	0.3792804181575775	0.08578624576330185	0.010460899211466312
NSD1	0.293892502784729	0.06704267114400864	0.3865109086036682	0.13704581558704376	0.12381032109260559	0.19044053554534912	0.16616548597812653	0.3432925045490265	0.014800140634179115	0.02330835908651352	0.0212803203612566	0.26857662200927734	0.1673518866300583	0.20157794654369354	0.06829357147216797	0.03393326327204704	0.15748752653598785	0.12466390430927277	0.22421543300151825	0.289188951253891	0.08307300508022308	0.2940557897090912	0.13015218079090118	0.212031751871109	0.0759783387184143	0.5537039637565613	0.13568958640098572	0.06081698089838028
BRD7	0.294027179479599	0.036246880888938904	0.1848122924566269	0.18633468449115753	0.08724162727594376	0.20627909898757935	0.1381552517414093	0.11416476964950562	0.0019443923374637961	0.0028895947616547346	0.0019138366915285587	0.1915690153837204	0.08711963146924973	0.06991344690322876	0.08212772756814957	0.008091747760772705	0.19199815392494202	0.21231727302074432	0.13070206344127655	0.1540883332490921	0.012105454690754414	0.3832662105560303	0.12964031100273132	0.04446365311741829	0.014317549765110016	0.7271378040313721	0.13571903109550476	0.010319909080862999
YWHAB	0.21794655919075012	0.02106158621609211	0.17655205726623535	0.10603141784667969	0.08973674476146698	0.1685238778591156	0.30660122632980347	0.18960249423980713	0.007439854089170694	0.0045556118711829185	0.006923133973032236	0.1225772574543953	0.06713198870420456	0.06890479475259781	0.02848733589053154	0.0034017262514680624	0.105631522834301	0.08450400829315186	0.16495026648044586	0.2209767997264862	0.03366106003522873	0.2371964007616043	0.12814168632030487	0.2679056227207184	0.046234823763370514	0.6254717111587524	0.15773262083530426	0.029597003012895584
BRD3	0.6204586029052734	0.07189080864191055	0.11148267239332199	0.06969144195318222	0.07218222320079803	0.3809475600719452	0.13033176958560944	0.19768723845481873	0.003978980239480734	0.004486203659325838	0.003605904756113887	0.16614386439323425	0.17916075885295868	0.1265527606010437	0.05873144790530205	0.008906761184334755	0.10821057856082916	0.07500927150249481	0.07519207894802094	0.13954541087150574	0.04255712404847145	0.3006958067417145	0.15883611142635345	0.09870342165231705	0.012306916527450085	0.33308640122413635	0.27473825216293335	0.04827578738331795
USP7	0.5501376390457153	0.0819774717092514	0.12500229477882385	0.10816049575805664	0.20891714096069336	0.1971200555562973	0.10278962552547455	0.10815241187810898	0.0008640802698209882	0.0006834939122200012	0.0006665682885795832	0.3615680932998657	0.06197002902626991	0.06226678937673569	0.05259694904088974	0.001767699490301311	0.11501456052064896	0.053086183965206146	0.18194997310638428	0.14059703052043915	0.011082973331212997	0.383616179227829	0.1493951827287674	0.06277880072593689	0.04727739095687866	0.48075613379478455	0.12287731468677521	0.018233323469758034
UHRF1	0.26160192489624023	0.05400708690285683	0.1865706592798233	0.15822787582874298	0.12007669359445572	0.25652071833610535	0.16587160527706146	0.306425005197525	0.004241929389536381	0.021087758243083954	0.012792319990694523	0.24137656390666962	0.14611518383026123	0.14427730441093445	0.05826811119914055	0.007150967605412006	0.10142833739519119	0.12548372149467468	0.21236397325992584	0.2846983075141907	0.0976327583193779	0.2535046339035034	0.10996291786432266	0.1617281138896942	0.042092811316251755	0.4199996292591095	0.45198866724967957	0.13111095130443573
HDAC2	0.6614956259727478	0.14481136202812195	0.30450505018234253	0.2798941135406494	0.12282850593328476	0.1943148374557495	0.07408633828163147	0.0937524065375328	0.0001427979295840487	3.286815990577452e-05	3.432762605370954e-05	0.11427698284387589	0.0342666395008564	0.02725919894874096	0.00858158990740776	0.0002254746068501845	0.059022922068834305	0.012693166732788086	0.03279442712664604	0.07625696808099747	0.005222002975642681	0.25873082876205444	0.0853932574391365	0.09532663971185684	0.006030548829585314	0.23270775377750397	0.31144922971725464	0.002170444466173649
HDAC10	0.19222286343574524	0.02339344657957554	0.25675123929977417	0.06299454718828201	0.03843814134597778	0.10733924806118011	0.15322375297546387	0.18188616633415222	0.00643820920959115	0.013694267719984055	0.007577140815556049	0.12262583523988724	0.04426150023937225	0.11408025771379471	0.018986908718943596	0.007538652513176203	0.08853509277105331	0.14137186110019684	0.10027636587619781	0.1777866631746292	0.1630069762468338	0.26714152097702026	0.06168028712272644	0.08303243666887283	0.011173252016305923	0.6621608138084412	0.21990370750427246	0.0854494720697403
